chembl id,Number of Articles Mentioned,Names Used,Mentioned in Articles,chembl url
CHEMBL599471,1,['sb-13'],['High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL599471
CHEMBL592868,1,['estrogen'],"['The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL592868
CHEMBL1076347,12,['tcc'],"['Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1076347
CHEMBL1093059,2,"['bardoxolone', 'cddo']",['Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1093059
CHEMBL1098659,12,"['water', 'sterile water']","['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1098659
CHEMBL1085843,1,['sybr green i'],['Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1085843
CHEMBL1159662,1,['ribose'],['Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1159662
CHEMBL1160819,1,['ammonia'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1160819
CHEMBL1161632,3,['bicarbonate'],"['The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1161632
CHEMBL1161685,3,['isothiocyanate'],"['The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1161685
CHEMBL1162495,1,['glutarate'],['HIV infection and latency induce a unique metabolic signature in human macrophages'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1162495
CHEMBL1200391,4,['tham'],"['Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200391
CHEMBL1200420,6,['versed'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200420
CHEMBL1200468,37,['ovide'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200468
CHEMBL1200556,25,['stimate'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200556
CHEMBL1200559,1,['lactic acid'],['HIV infection and latency induce a unique metabolic signature in human macrophages'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200559
CHEMBL1200574,8,"['sodium chloride', 'balanced salt', 'saline']","['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200574
CHEMBL1200839,1,['hypaque'],['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200839
CHEMBL1200581,16,['md'],"['Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200581
CHEMBL1200690,4,['l-8'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200690
CHEMBL1200694,20,"['sevoflurane', 'ultane']","['Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694
CHEMBL1200708,7,['concor'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200708
CHEMBL1200724,10,['contac'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200724
CHEMBL1200731,2,"['potassium chloride', 'micro k']","['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200731
CHEMBL1200896,1,['pgf2a'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200896
CHEMBL1200912,8,"['fastin', 'tora']","['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200912
CHEMBL1200920,1,['beta-2'],['HIV infection and latency induce a unique metabolic signature in human macrophages'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200920
CHEMBL1200929,26,['zing'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200929
CHEMBL1200930,1,['pariet'],['Effects of HIV on executive function and verbal fluency in Cameroon'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200930
CHEMBL1200939,1,['ammonium chloride'],['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200939
CHEMBL1200941,1,['vitamin b1'],['Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200941
CHEMBL1200972,6,['ulo'],"['Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200972
CHEMBL1200973,8,['depo'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200973
