Synonym,Chembl ID
gnf-pf-4244,CHEMBL601148
gnf-pf-2863,CHEMBL578500
gnf-pf-2865,CHEMBL602586
mmv073843,CHEMBL602586
gnf-pf-2866,CHEMBL578711
gnf-pf-2867,CHEMBL600307
gnf-pf-2868,CHEMBL535958
gnf-pf-2869,CHEMBL578712
gnf-pf-2871,CHEMBL578930
gnf-pf-2872,CHEMBL578931
gnf-pf-2873,CHEMBL602400
gnf-pf-2874,CHEMBL601577
gnf-pf-2875,CHEMBL611498
gnf-pf-2876,CHEMBL601578
gnf-pf-2877,CHEMBL601134
gnf-pf-2878,CHEMBL579141
gnf-pf-2879,CHEMBL536423
gnf-pf-2880,CHEMBL579348
gnf-pf-2881,CHEMBL576788
gnf-pf-2882,CHEMBL576991
gnf-pf-2883,CHEMBL601776
sj000033355,CHEMBL601776
gnf-pf-2885,CHEMBL609462
gnf-pf-2886,CHEMBL579356
gnf-pf-2887,CHEMBL579357
gnf-pf-2888,CHEMBL576591
gnf-pf-2889,CHEMBL603519
gnf-pf-2890,CHEMBL576793
gnf-pf-2891,CHEMBL576794
gnf-pf-2892,CHEMBL601347
gnf-pf-2894,CHEMBL599908
gnf-pf-2895,CHEMBL524603
gnf-pf-2896,CHEMBL576723
gnf-pf-2898,CHEMBL525840
gnf-pf-2899,CHEMBL535514
mmv666601,CHEMBL535514
gnf-pf-2900,CHEMBL578452
gnf-pf-2901,CHEMBL578665
gnf-pf-120,CHEMBL600938
gnf-pf-121,CHEMBL578871
gnf-pf-122,CHEMBL578872
gnf-pf-123,CHEMBL600110
gnf-pf-124,CHEMBL579298
gnf-pf-125,CHEMBL603012
gnf-pf-126,CHEMBL579299
gnf-pf-127,CHEMBL576945
sj000120035,CHEMBL576945
gnf-pf-128,CHEMBL578681
gnf-pf-129,CHEMBL601130
gnf-pf-130,CHEMBL578890
gnf-pf-131,CHEMBL578891
gnf-pf-132,CHEMBL578686
gnf-pf-133,CHEMBL578687
gnf-pf-134,CHEMBL578896
gnf-pf-135,CHEMBL578897
gnf-pf-136,CHEMBL602180
gnf-pf-137,CHEMBL578055
gnf-pf-139,CHEMBL578056
gnf-pf-140,CHEMBL585571
gnf-pf-141,CHEMBL601789
gnf-pf-142,CHEMBL578908
gnf-pf-143,CHEMBL578909
gnf-pf-144,CHEMBL577620
gnf-pf-145,CHEMBL602587
gnf-pf-147,CHEMBL577621
gnf-pf-148,CHEMBL578287
gnf-pf-149,CHEMBL602598
gnf-pf-150,CHEMBL578288
gnf-pf-151,CHEMBL578494
gnf-pf-152,CHEMBL578707
gnf-pf-153,CHEMBL599909
gnf-pf-154,CHEMBL578708
gnf-pf-155,CHEMBL578709
gnf-pf-156,CHEMBL599923
gnf-pf-158,CHEMBL578713
gnf-pf-159,CHEMBL599924
gnf-pf-160,CHEMBL578925
gnf-pf-161,CHEMBL578926
gnf-pf-162,CHEMBL600513
gnf-pf-163,CHEMBL579136
gnf-pf-164,CHEMBL579137
gnf-pf-165,CHEMBL579138
gnf-pf-166,CHEMBL579344
gnf-pf-167,CHEMBL579349
gnf-pf-168,CHEMBL579350
gnf-pf-169,CHEMBL600944
gnf-pf-170,CHEMBL600517
gnf-pf-171,CHEMBL576992
gnf-pf-172,CHEMBL576993
gnf-pf-174,CHEMBL601777
gnf-pf-175,CHEMBL577208
gnf-pf-176,CHEMBL576994
gnf-pf-177,CHEMBL576995
gnf-pf-178,CHEMBL576996
gnf-pf-179,CHEMBL585770
gnf-pf-180,CHEMBL576997
gnf-pf-181,CHEMBL576998
gnf-pf-182,CHEMBL601778
gnf-pf-183,CHEMBL585771
gnf-pf-184,CHEMBL525661
gnf-pf-185,CHEMBL576724
gnf-pf-186,CHEMBL601140
gnf-pf-187,CHEMBL576725
gnf-pf-188,CHEMBL601980
gnf-pf-189,CHEMBL578873
gnf-pf-190,CHEMBL601150
gnf-pf-191,CHEMBL579085
gnf-pf-192,CHEMBL579086
gnf-pf-194,CHEMBL582476
gnf-pf-195,CHEMBL582477
gnf-pf-198,CHEMBL537813
gnf-pf-199,CHEMBL582479
gnf-pf-200,CHEMBL582480
gnf-pf-201,CHEMBL602618
gnf-pf-202,CHEMBL602015
gnf-pf-203,CHEMBL534382
gnf-pf-204,CHEMBL601131
gnf-pf-205,CHEMBL602991
gnf-pf-206,CHEMBL579960
gnf-pf-207,CHEMBL579961
gnf-pf-208,CHEMBL582487
gnf-pf-209,CHEMBL582698
gnf-pf-210,CHEMBL602016
gnf-pf-211,CHEMBL582699
gnf-pf-212,CHEMBL582703
gnf-pf-213,CHEMBL579749
gnf-pf-214,CHEMBL602407
gnf-pf-215,CHEMBL579750
gnf-pf-216,CHEMBL605610
gnf-pf-217,CHEMBL579972
gnf-pf-218,CHEMBL600717
gnf-pf-219,CHEMBL579973
gnf-pf-221,CHEMBL582709
gnf-pf-222,CHEMBL579755
gnf-pf-223,CHEMBL602608
gnf-pf-224,CHEMBL582297
gnf-pf-225,CHEMBL582498
gnf-pf-226,CHEMBL603027
gnf-pf-227,CHEMBL582499
gnf-pf-228,CHEMBL582500
gnf-pf-229,CHEMBL582091
gnf-pf-230,CHEMBL582298
gnf-pf-231,CHEMBL601167
gnf-pf-232,CHEMBL582299
gnf-pf-233,CHEMBL602006
gnf-pf-234,CHEMBL602380
gnf-pf-235,CHEMBL581674
gnf-pf-236,CHEMBL600514
gnf-pf-237,CHEMBL581675
gnf-pf-238,CHEMBL603018
gnf-pf-239,CHEMBL600515
gnf-pf-240,CHEMBL581252
gnf-pf-241,CHEMBL581253
gnf-pf-242,CHEMBL581468
gnf-pf-243,CHEMBL602001
gnf-pf-244,CHEMBL579551
gnf-pf-245,CHEMBL579552
gnf-pf-246,CHEMBL601775
gnf-pf-247,CHEMBL582307
gnf-pf-248,CHEMBL582308
gnf-pf-249,CHEMBL601375
gnf-pf-250,CHEMBL582309
gnf-pf-251,CHEMBL581895
gnf-pf-252,CHEMBL602182
gnf-pf-253,CHEMBL600546
gnf-pf-255,CHEMBL581219
gnf-pf-256,CHEMBL581851
gnf-pf-257,CHEMBL602381
gnf-pf-258,CHEMBL581852
gnf-pf-259,CHEMBL602812
gnf-pf-260,CHEMBL601373
gnf-pf-261,CHEMBL582062
gnf-pf-262,CHEMBL582269
gnf-pf-3424,CHEMBL582269
gnf-pf-263,CHEMBL600337
gnf-pf-264,CHEMBL582478
mmv000704,CHEMBL582478
sj000111745,CHEMBL582478
gnf-pf-265,CHEMBL602418
gnf-pf-266,CHEMBL582688
gnf-pf-267,CHEMBL530565
gnf-pf-268,CHEMBL600111
gnf-pf-269,CHEMBL582481
gnf-pf-271,CHEMBL582692
gnf-pf-272,CHEMBL601132
gnf-pf-273,CHEMBL602014
gnf-pf-274,CHEMBL599931
gnf-pf-275,CHEMBL601133
gnf-pf-277,CHEMBL579962
gnf-pf-278,CHEMBL535760
dndi1317340,CHEMBL600718
gnf-pf-279,CHEMBL600718
gnf-pf-280,CHEMBL579963
gnf-pf-281,CHEMBL582700
gnf-pf-282,CHEMBL579746
gnf-pf-283,CHEMBL602406
gnf-pf-284,CHEMBL579747
dndi1417733,CHEMBL579968
gnf-pf-285,CHEMBL579968
gnf-pf-286,CHEMBL579969
gnf-pf-287,CHEMBL601345
gnf-pf-288,CHEMBL579970
gnf-pf-289,CHEMBL579967
gnf-pf-290,CHEMBL600134
gnf-pf-291,CHEMBL579974
gnf-pf-293,CHEMBL581456
gnf-pf-4455,CHEMBL581456
gnf-pf-294,CHEMBL579975
gnf-pf-295,CHEMBL579976
gnf-pf-296,CHEMBL601981
gnf-pf-297,CHEMBL600135
gnf-pf-298,CHEMBL582501
gnf-pf-299,CHEMBL582710
gnf-pf-300,CHEMBL582711
gnf-pf-301,CHEMBL602214
gnf-pf-302,CHEMBL582300
gnf-pf-304,CHEMBL599910
gnf-pf-305,CHEMBL582502
gnf-pf-306,CHEMBL581885
cephaeline hydrobromide,CHEMBL581886
gnf-pf-307,CHEMBL581886
gnf-pf-308,CHEMBL600334
gnf-pf-309,CHEMBL581887
gnf-pf-310,CHEMBL600719
gnf-pf-311,CHEMBL581469
gnf-pf-312,CHEMBL600745
gnf-pf-313,CHEMBL581471
gnf-pf-314,CHEMBL604563
gnf-pf-315,CHEMBL602002
gnf-pf-316,CHEMBL579766
gnf-pf-317,CHEMBL579767
gnf-pf-318,CHEMBL601346
gnf-pf-319,CHEMBL579768
gnf-pf-320,CHEMBL582512
gnf-pf-321,CHEMBL581044
gnf-pf-322,CHEMBL582513
gnf-pf-323,CHEMBL582514
gnf-pf-324,CHEMBL600146
gnf-pf-325,CHEMBL581896
gnf-pf-326,CHEMBL582101
gnf-pf-328,CHEMBL602616
gnf-pf-330,CHEMBL581853
gnf-pf-331,CHEMBL537607
gnf-pf-332,CHEMBL582057
gnf-pf-333,CHEMBL582058
gnf-pf-334,CHEMBL582270
gnf-pf-335,CHEMBL582271
gnf-pf-336,CHEMBL582472
gnf-pf-337,CHEMBL602417
gnf-pf-338,CHEMBL582689
gnf-pf-339,CHEMBL601339
gnf-pf-2902,CHEMBL601810
gnf-pf-2904,CHEMBL582693
gnf-pf-2905,CHEMBL582694
gnf-pf-2907,CHEMBL579958
gnf-pf-2908,CHEMBL603017
gnf-pf-2909,CHEMBL580166
gnf-pf-2910,CHEMBL602588
gnf-pf-2911,CHEMBL600947
gnf-pf-2912,CHEMBL580167
gnf-pf-2914,CHEMBL599932
gnf-pf-2916,CHEMBL579966
gnf-pf-2917,CHEMBL580169
gnf-pf-2918,CHEMBL579971
gnf-pf-2919,CHEMBL580172
gnf-pf-2921,CHEMBL604154
gnf-pf-2922,CHEMBL580173
gnf-pf-2923,CHEMBL581457
gnf-pf-2925,CHEMBL600331
dndi1318235,CHEMBL601137
gnf-pf-2927,CHEMBL601137
sj000027786,CHEMBL601137
gnf-pf-2928,CHEMBL579977
gnf-pf-2929,CHEMBL581026
gnf-pf-2930,CHEMBL580559
gnf-pf-2931,CHEMBL582712
gnf-pf-2932,CHEMBL579978
gnf-pf-2933,CHEMBL579979
gnf-pf-2934,CHEMBL600136
gnf-pf-2935,CHEMBL601340
gnf-pf-2936,CHEMBL582503
gnf-pf-2937,CHEMBL603028
gnf-pf-2938,CHEMBL582504
sj000243624,CHEMBL582504
gnf-pf-2939,CHEMBL582505
gnf-pf-2941,CHEMBL602413
mmv001038,CHEMBL602413
gnf-pf-2942,CHEMBL582093
gnf-pf-2944,CHEMBL609461
gnf-pf-2945,CHEMBL581676
gnf-pf-2946,CHEMBL602007
gnf-pf-2947,CHEMBL581677
gnf-pf-2948,CHEMBL581678
sj000050094,CHEMBL581678
gnf-pf-2949,CHEMBL602205
gnf-pf-2950,CHEMBL602807
gnf-pf-2951,CHEMBL581038
gnf-pf-2952,CHEMBL601343
gnf-pf-2953,CHEMBL581039
gnf-pf-2954,CHEMBL582722
gnf-pf-2955,CHEMBL582723
gnf-pf-2956,CHEMBL602621
gnf-pf-2957,CHEMBL605611
gnf-pf-2958,CHEMBL582725
gnf-pf-2959,CHEMBL582102
gnf-pf-2960,CHEMBL601558
gnf-pf-2961,CHEMBL582103
gnf-pf-2962,CHEMBL582104
gnf-pf-2963,CHEMBL582310
gnf-pf-2964,CHEMBL601372
gnf-pf-2965,CHEMBL582059
gnf-pf-2966,CHEMBL582265
gnf-pf-2968,CHEMBL582473
gnf-pf-2969,CHEMBL582474
gnf-pf-2970,CHEMBL582475
gnf-pf-2972,CHEMBL582684
gnf-pf-2973,CHEMBL601341
gnf-pf-2974,CHEMBL582690
gnf-pf-2975,CHEMBL579955
gnf-pf-2976,CHEMBL579956
gnf-pf-2977,CHEMBL580160
gnf-pf-2978,CHEMBL579959
gnf-pf-2979,CHEMBL580163
gnf-pf-2980,CHEMBL600946
gnf-pf-2981,CHEMBL580164
gnf-pf-2983,CHEMBL600112
gnf-pf-2984,CHEMBL580168
gnf-pf-2985,CHEMBL601158
mmv006820,CHEMBL601158
gnf-pf-2986,CHEMBL536002
gnf-pf-2987,CHEMBL580170
gnf-pf-2988,CHEMBL601159
gnf-pf-2989,CHEMBL580171
gnf-pf-2990,CHEMBL600516
gnf-pf-2991,CHEMBL580381
mmv006937,CHEMBL580381
gnf-pf-2992,CHEMBL580174
gnf-pf-2993,CHEMBL580604
gnf-pf-2994,CHEMBL581453
gnf-pf-2995,CHEMBL581454
gnf-pf-2996,CHEMBL600720
gnf-pf-2999,CHEMBL581458
gnf-pf-3000,CHEMBL581242
gnf-pf-3001,CHEMBL602612
gnf-pf-3002,CHEMBL581244
gnf-pf-3003,CHEMBL601344
gnf-pf-3004,CHEMBL579980
gnf-pf-3005,CHEMBL602782
gnf-pf-3006,CHEMBL580612
gnf-pf-3007,CHEMBL535101
gnf-pf-3008,CHEMBL581030
gnf-pf-3009,CHEMBL582713
gnf-pf-3010,CHEMBL582714
gnf-pf-3012,CHEMBL582715
gnf-pf-3013,CHEMBL602414
gnf-pf-3014,CHEMBL582094
gnf-pf-3015,CHEMBL582301
gnf-pf-3016,CHEMBL582302
gnf-pf-3017,CHEMBL581888
gnf-pf-3019,CHEMBL607255
gnf-pf-3020,CHEMBL581889
gnf-pf-3021,CHEMBL581890
gnf-pf-3022,CHEMBL602005
gnf-pf-3023,CHEMBL535331
gnf-pf-3024,CHEMBL580414
gnf-pf-3025,CHEMBL581040
gnf-pf-3026,CHEMBL601342
gnf-pf-3027,CHEMBL581254
gnf-pf-3028,CHEMBL579553
gnf-pf-3029,CHEMBL601554
gnf-pf-3030,CHEMBL579459
mmv007839,CHEMBL579459
gnf-pf-3031,CHEMBL579554
gnf-pf-3032,CHEMBL579555
gnf-pf-3034,CHEMBL601376
gnf-pf-3035,CHEMBL582312
gnf-pf-3036,CHEMBL582515
gnf-pf-3037,CHEMBL600336
gnf-pf-3038,CHEMBL582266
gnf-pf-3040,CHEMBL582267
gnf-pf-3041,CHEMBL582268
gnf-pf-3042,CHEMBL601809
gnf-pf-3043,CHEMBL602783
gnf-pf-3044,CHEMBL582685
gnf-pf-3045,CHEMBL582686
gnf-pf-3046,CHEMBL600744
gnf-pf-3047,CHEMBL580161
gnf-pf-3048,CHEMBL600945
gnf-pf-3049,CHEMBL580162
gnf-pf-3050,CHEMBL580165
gnf-pf-3051,CHEMBL581652
gnf-pf-3052,CHEMBL600304
gnf-pf-3053,CHEMBL536013
gnf-pf-3054,CHEMBL601370
gnf-pf-3055,CHEMBL580598
gnf-pf-3056,CHEMBL581015
gnf-pf-3057,CHEMBL581448
gnf-pf-3058,CHEMBL581655
gnf-pf-3059,CHEMBL581236
gnf-pf-3060,CHEMBL581449
gnf-pf-3061,CHEMBL581450
gnf-pf-3062,CHEMBL593488
gnf-pf-3063,CHEMBL581451
gnf-pf-3064,CHEMBL581452
gnf-pf-3066,CHEMBL581455
gnf-pf-3067,CHEMBL600330
gnf-pf-3068,CHEMBL581661
gnf-pf-3069,CHEMBL581662
gnf-pf-3070,CHEMBL581664
gnf-pf-3072,CHEMBL601799
gnf-pf-3073,CHEMBL581665
gnf-pf-3074,CHEMBL602177
gnf-pf-3075,CHEMBL604562
gnf-pf-3076,CHEMBL581459
gnf-pf-3077,CHEMBL600332
gnf-pf-3078,CHEMBL537911
gnf-pf-3079,CHEMBL581245
gnf-pf-3081,CHEMBL581247
gnf-pf-3083,CHEMBL602419
gnf-pf-3084,CHEMBL601135
gnf-pf-3085,CHEMBL579759
gnf-pf-3086,CHEMBL579760
mmv666020,CHEMBL579760
gnf-pf-3087,CHEMBL602609
gnf-pf-3088,CHEMBL582303
gnf-pf-3089,CHEMBL601168
gnf-pf-3090,CHEMBL601982
gnf-pf-3091,CHEMBL582506
gnf-pf-3092,CHEMBL600335
gnf-pf-3094,CHEMBL582095
gnf-pf-3095,CHEMBL582096
gnf-pf-3096,CHEMBL581255
gnf-pf-3097,CHEMBL601559
gnf-pf-3098,CHEMBL603019
gnf-pf-3099,CHEMBL581256
gnf-pf-3100,CHEMBL602382
gnf-pf-3101,CHEMBL534971
gnf-pf-3102,CHEMBL602200
gnf-pf-3105,CHEMBL581041
gnf-pf-3106,CHEMBL581042
gnf-pf-3107,CHEMBL602383
gnf-pf-3109,CHEMBL600147
gnf-pf-3110,CHEMBL582516
gnf-pf-3111,CHEMBL602784
gnf-pf-3112,CHEMBL582469
gnf-pf-3113,CHEMBL600921
gnf-pf-3114,CHEMBL582470
gnf-pf-3115,CHEMBL600922
gnf-pf-3116,CHEMBL602416
gnf-pf-3117,CHEMBL582687
gnf-pf-3119,CHEMBL579517
gnf-pf-3120,CHEMBL580156
gnf-pf-3121,CHEMBL601160
gnf-pf-3122,CHEMBL536572
gnf-pf-3123,CHEMBL581649
gnf-pf-3124,CHEMBL601163
gnf-pf-3126,CHEMBL604564
gnf-pf-340,CHEMBL581653
gnf-pf-341,CHEMBL581654
gnf-pf-342,CHEMBL601371
gnf-pf-343,CHEMBL581656
gnf-pf-345,CHEMBL581658
gnf-pf-346,CHEMBL601586
gnf-pf-347,CHEMBL581659
gnf-pf-348,CHEMBL601560
gnf-pf-349,CHEMBL601587
gnf-pf-350,CHEMBL581663
gnf-pf-351,CHEMBL537500
gnf-pf-3127,CHEMBL601979
gnf-pf-3128,CHEMBL581873
gnf-pf-3129,CHEMBL601556
gnf-pf-3130,CHEMBL601557
gnf-pf-3131,CHEMBL581666
gnf-pf-3132,CHEMBL581876
gnf-pf-3133,CHEMBL581877
gnf-pf-3135,CHEMBL581460
gnf-pf-3136,CHEMBL581461
gnf-pf-3137,CHEMBL534295
gnf-pf-3138,CHEMBL600541
gnf-pf-3139,CHEMBL581667
gnf-pf-3140,CHEMBL602809
gnf-pf-3141,CHEMBL581462
gnf-pf-3142,CHEMBL600542
gnf-pf-3144,CHEMBL535432
gnf-pf-3145,CHEMBL579761
gnf-pf-3146,CHEMBL579762
gnf-pf-3147,CHEMBL580188
mmv665840,CHEMBL580188
gnf-pf-3149,CHEMBL582507
gnf-pf-3150,CHEMBL582508
gnf-pf-3151,CHEMBL599941
gnf-pf-3152,CHEMBL582716
gnf-pf-3153,CHEMBL602415
gnf-pf-3155,CHEMBL582097
gnf-pf-3156,CHEMBL582304
gnf-pf-3157,CHEMBL581472
gnf-pf-3158,CHEMBL581473
gnf-pf-3159,CHEMBL600305
mmv007695,CHEMBL600305
gnf-pf-3160,CHEMBL600746
gnf-pf-3161,CHEMBL535887
gnf-pf-3162,CHEMBL602203
gnf-pf-3163,CHEMBL581043
gnf-pf-3165,CHEMBL581257
gnf-pf-3166,CHEMBL582517
gnf-pf-3167,CHEMBL582726
dndi1417896,CHEMBL582727
gnf-pf-3168,CHEMBL582727
gnf-pf-3170,CHEMBL600923
gnf-pf-3171,CHEMBL582263
dndi1417182,CHEMBL582264
gnf-pf-3172,CHEMBL582264
sj000052573,CHEMBL582264
gnf-pf-3173,CHEMBL604977
gnf-pf-3175,CHEMBL582466
gnf-pf-3176,CHEMBL582471
gnf-pf-3177,CHEMBL582681
gnf-pf-3178,CHEMBL601808
gnf-pf-3179,CHEMBL602181
gnf-pf-3180,CHEMBL600743
gnf-pf-3181,CHEMBL580157
gnf-pf-3182,CHEMBL580158
gnf-pf-3183,CHEMBL580159
mmv665850,CHEMBL580159
gnf-pf-3184,CHEMBL581225
mmv009085,CHEMBL581225
gnf-pf-3186,CHEMBL581650
gnf-pf-3188,CHEMBL581651
gnf-pf-3190,CHEMBL581864
gnf-pf-3191,CHEMBL581865
gnf-pf-3192,CHEMBL603023
gnf-pf-3193,CHEMBL581866
gnf-pf-3194,CHEMBL537062
gnf-pf-3196,CHEMBL581657
gnf-pf-3197,CHEMBL581867
gnf-pf-3198,CHEMBL581660
gnf-pf-3199,CHEMBL581870
gnf-pf-3200,CHEMBL581871
gnf-pf-3201,CHEMBL581872
gnf-pf-3202,CHEMBL599937
gnf-pf-3203,CHEMBL599938
gnf-pf-3204,CHEMBL581874
mmv666025,CHEMBL581874
gnf-pf-3205,CHEMBL581875
gnf-pf-3206,CHEMBL600140
gnf-pf-3207,CHEMBL602178
gnf-pf-3208,CHEMBL600141
gnf-pf-3209,CHEMBL602009
gnf-pf-3210,CHEMBL582083
gnf-pf-3211,CHEMBL582084
gnf-pf-3212,CHEMBL581668
gnf-pf-3213,CHEMBL601800
gnf-pf-3214,CHEMBL581669
gnf-pf-3215,CHEMBL604775
gnf-pf-3216,CHEMBL601136
gnf-pf-3217,CHEMBL581463
gnf-pf-3218,CHEMBL581464
gnf-pf-3219,CHEMBL581670
gnf-pf-3220,CHEMBL581671
gnf-pf-3221,CHEMBL580397
gnf-pf-3222,CHEMBL581248
gnf-pf-3223,CHEMBL602810
gnf-pf-3224,CHEMBL582717
gnf-pf-3225,CHEMBL602420
gnf-pf-3226,CHEMBL582718
gnf-pf-3227,CHEMBL579763
gnf-pf-3228,CHEMBL602785
gnf-pf-3229,CHEMBL582305
gnf-pf-3230,CHEMBL601169
gnf-pf-3231,CHEMBL582306
gnf-pf-3232,CHEMBL582509
gnf-pf-3233,CHEMBL581474
gnf-pf-3234,CHEMBL581680
gnf-pf-3235,CHEMBL581681
gnf-pf-3236,CHEMBL602992
gnf-pf-3237,CHEMBL602206
gnf-pf-3238,CHEMBL603020
gnf-pf-3239,CHEMBL581258
gnf-pf-3241,CHEMBL581259
gnf-pf-3243,CHEMBL582467
gnf-pf-3244,CHEMBL582468
gnf-pf-3245,CHEMBL602211
mmv006706,CHEMBL602211
gnf-pf-3246,CHEMBL535684
gnf-pf-3247,CHEMBL582682
gnf-pf-3248,CHEMBL582683
gnf-pf-3249,CHEMBL579950
gnf-pf-3250,CHEMBL580153
gnf-pf-3251,CHEMBL604777
gnf-pf-3252,CHEMBL603021
gnf-pf-3253,CHEMBL581857
gnf-pf-3254,CHEMBL581858
gnf-pf-3255,CHEMBL581859
gnf-pf-3257,CHEMBL601768
sj000291302,CHEMBL601768
gnf-pf-3258,CHEMBL601369
gnf-pf-3259,CHEMBL581860
mmv001041,CHEMBL581860
gnf-pf-3260,CHEMBL603022
gnf-pf-3261,CHEMBL582070
mmv007808,CHEMBL582070
gnf-pf-3262,CHEMBL582071
gnf-pf-3263,CHEMBL601590
gnf-pf-3264,CHEMBL582072
mmv011895,CHEMBL582072
gnf-pf-3265,CHEMBL581868
gnf-pf-3266,CHEMBL581869
gnf-pf-3267,CHEMBL599936
gnf-pf-3268,CHEMBL582073
gnf-pf-3269,CHEMBL582076
gnf-pf-3271,CHEMBL582077
gnf-pf-3272,CHEMBL582078
gnf-pf-3273,CHEMBL602008
gnf-pf-3274,CHEMBL582079
mmv305841,CHEMBL582079
gnf-pf-3275,CHEMBL582080
gnf-pf-3276,CHEMBL582081
gnf-pf-3277,CHEMBL582050
gnf-pf-3278,CHEMBL582082
gnf-pf-3280,CHEMBL582085
gnf-pf-3281,CHEMBL602010
gnf-pf-3282,CHEMBL601769
gnf-pf-3283,CHEMBL582290
gnf-pf-3284,CHEMBL581879
gnf-pf-3285,CHEMBL600716
gnf-pf-3286,CHEMBL581880
gnf-pf-3287,CHEMBL581881
gnf-pf-3289,CHEMBL600917
gnf-pf-3290,CHEMBL534338
gnf-pf-3291,CHEMBL601801
gnf-pf-3292,CHEMBL581672
gnf-pf-3293,CHEMBL581882
gnf-pf-3295,CHEMBL581249
gnf-pf-3298,CHEMBL601770
gnf-pf-3300,CHEMBL579764
gnf-pf-352,CHEMBL579765
gnf-pf-353,CHEMBL599942
gnf-pf-354,CHEMBL582510
gnf-pf-355,CHEMBL582511
gnf-pf-356,CHEMBL602585
gnf-pf-357,CHEMBL581682
gnf-pf-358,CHEMBL581891
gnf-pf-360,CHEMBL534566
gnf-pf-361,CHEMBL600544
gnf-pf-362,CHEMBL599933
gnf-pf-363,CHEMBL601771
mmv007160,CHEMBL601771
gnf-pf-364,CHEMBL581475
mmv006962,CHEMBL581475
gnf-pf-365,CHEMBL581476
gnf-pf-367,CHEMBL582678
gnf-pf-368,CHEMBL601596
gnf-pf-369,CHEMBL582679
gnf-pf-371,CHEMBL580154
gnf-pf-372,CHEMBL580155
gnf-pf-373,CHEMBL600742
gnf-pf-374,CHEMBL581437
gnf-pf-375,CHEMBL602993
gnf-pf-377,CHEMBL582063
gnf-pf-378,CHEMBL600918
gnf-pf-379,CHEMBL534346
gnf-pf-380,CHEMBL582064
gnf-pf-381,CHEMBL601374
gnf-pf-382,CHEMBL581861
gnf-pf-383,CHEMBL581862
gnf-pf-384,CHEMBL581863
gnf-pf-385,CHEMBL582066
gnf-pf-386,CHEMBL582067
gnf-pf-388,CHEMBL582278
gnf-pf-389,CHEMBL600919
gnf-pf-3303,CHEMBL601802
gnf-pf-3304,CHEMBL534573
gnf-pf-3305,CHEMBL582074
gnf-pf-3306,CHEMBL582075
gnf-pf-3307,CHEMBL601975
gnf-pf-3308,CHEMBL601803
gnf-pf-3309,CHEMBL582281
gnf-pf-3310,CHEMBL582284
gnf-pf-3311,CHEMBL582285
gnf-pf-3312,CHEMBL582286
mmv007396,CHEMBL582286
gnf-pf-3313,CHEMBL600752
gnf-pf-3314,CHEMBL582287
gnf-pf-3315,CHEMBL582288
gnf-pf-3316,CHEMBL600953
gnf-pf-3317,CHEMBL582289
gnf-pf-3319,CHEMBL582291
gnf-pf-3320,CHEMBL600954
gnf-pf-3321,CHEMBL582293
gnf-pf-3322,CHEMBL604978
gnf-pf-3323,CHEMBL599907
dndi1417996,CHEMBL600142
gnf-pf-3324,CHEMBL600142
gnf-pf-3325,CHEMBL582086
gnf-pf-3326,CHEMBL602207
gnf-pf-3327,CHEMBL535474
gnf-pf-3328,CHEMBL600333
gnf-pf-3329,CHEMBL581883
gnf-pf-3330,CHEMBL581884
gnf-pf-3331,CHEMBL582089
gnf-pf-3334,CHEMBL581465
gnf-pf-3335,CHEMBL600543
gnf-pf-3336,CHEMBL580619
gnf-pf-3337,CHEMBL580827
gnf-pf-3338,CHEMBL581034
gnf-pf-3339,CHEMBL581035
gnf-pf-3340,CHEMBL602004
gnf-pf-3342,CHEMBL601977
gnf-pf-3343,CHEMBL599943
gnf-pf-3344,CHEMBL582719
gnf-pf-3345,CHEMBL581892
gnf-pf-3346,CHEMBL581893
gnf-pf-3347,CHEMBL600545
gnf-pf-3348,CHEMBL535252
gnf-pf-3349,CHEMBL582098
gnf-pf-3350,CHEMBL600747
gnf-pf-3351,CHEMBL581683
gnf-pf-3352,CHEMBL600306
gnf-pf-3353,CHEMBL581684
gnf-pf-3354,CHEMBL582680
gnf-pf-3355,CHEMBL579730
gnf-pf-3356,CHEMBL579731
gnf-pf-3357,CHEMBL580151
gnf-pf-3358,CHEMBL581645
gnf-pf-3359,CHEMBL581854
gnf-pf-3360,CHEMBL581855
gnf-pf-3363,CHEMBL582065
gnf-pf-3365,CHEMBL601588
gnf-pf-3366,CHEMBL582272
gnf-pf-3368,CHEMBL582068
gnf-pf-3369,CHEMBL601589
gnf-pf-3370,CHEMBL582275
gnf-pf-3371,CHEMBL601978
gnf-pf-3372,CHEMBL582280
gnf-pf-3373,CHEMBL582482
gnf-pf-3374,CHEMBL582483
gnf-pf-3375,CHEMBL534589
mmv666101,CHEMBL534589
gnf-pf-3376,CHEMBL582282
gnf-pf-3377,CHEMBL582283
gnf-pf-3378,CHEMBL600751
gnf-pf-3379,CHEMBL582485
gnf-pf-3380,CHEMBL582488
gnf-pf-3382,CHEMBL582490
gnf-pf-3384,CHEMBL582491
gnf-pf-3385,CHEMBL582492
gnf-pf-3386,CHEMBL582493
gnf-pf-4170,CHEMBL582493
gnf-pf-3387,CHEMBL602817
gnf-pf-3388,CHEMBL582495
mmv009127,CHEMBL582495
gnf-pf-3389,CHEMBL600924
gnf-pf-3390,CHEMBL536384
gnf-pf-3391,CHEMBL602818
gnf-pf-3392,CHEMBL536846
gnf-pf-3393,CHEMBL582496
